humidity,timeout,temp,co2,time 
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[12.0, 87.0, 65535.0, 329.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:31
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 92.0, 65535.0, 334.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:32
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 92.0, 65535.0, 334.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:33
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 92.0, 65535.0, 334.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:35
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 92.0, 65535.0, 334.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:36
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 92.0, 65535.0, 334.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:37
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 92.0, 65535.0, 334.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:38
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 1.0, 65535.0, 342.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:40
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 1.0, 65535.0, 342.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:41
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 1.0, 65535.0, 342.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:42
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 1.0, 65535.0, 342.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:43
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.0, 6.0, 65535.0, 347.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:45
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.0, 6.0, 65535.0, 347.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:46
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.0, 6.0, 65535.0, 347.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:47
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.0, 6.0, 65535.0, 347.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:48
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 12.0, 65535.0, 353.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:50
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 12.0, 65535.0, 353.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:51
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 12.0, 65535.0, 353.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:52
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 12.0, 65535.0, 353.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:53
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 12.0, 65535.0, 353.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:55
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 358.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:56
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 358.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:57
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 358.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:21:58
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[41.0, 17.0, 65535.0, 358.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:00
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 363.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:01
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 363.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:02
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 363.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:03
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[46.0, 22.0, 65535.0, 363.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:05
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 368.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:06
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 368.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:07
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[51.0, 27.0, 65535.0, 368.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:08
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 373.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:10
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 373.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:11
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 373.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:12
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 373.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:13
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 32.0, 65535.0, 373.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:15
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 37.0, 65535.0, 378.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:16
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 37.0, 65535.0, 378.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:17
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 37.0, 65535.0, 378.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:18
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 37.0, 65535.0, 378.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:20
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 383.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:21
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 383.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:22
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 383.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:23
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.0, 42.0, 65535.0, 383.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:25
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 388.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:26
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 388.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:27
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[71.0, 47.0, 65535.0, 388.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:28
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 51.0, 65535.0, 393.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:30
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 51.0, 65535.0, 393.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:31
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 51.0, 65535.0, 393.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:32
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 51.0, 65535.0, 393.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:33
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[76.0, 51.0, 65535.0, 393.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:35
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:36
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:37
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:38
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.0, 57.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:40
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:41
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:42
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:43
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.0, 62.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:45
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:46
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:47
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[91.0, 67.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:48
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:50
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:51
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:52
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:53
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[96.0, 72.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:55
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:56
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:57
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:22:58
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 77.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:00
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 82.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:01
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 82.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:02
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 82.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:03
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 82.0, 65535.0, 30.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:05
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:06
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:07
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:08
"[34.18, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 87.0, 65535.0, 35.0, 0.0, 0.0, 0.0, 0.0]","[22.799999, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:23:10
